conabio_id,clave_original,tipo_alimento,food_type,descripcion_alimento,food_description,procedencia,referencias_ids,taxon_id,taxon,categoria,estatus,fuente,nombre_autoridad,cites,Ácido ascórbico,Ácido  láurico,Ácido araquídico,Ácido aspártico,Ácido behénico,Ácido Butírico,Ácido caprico,Ácido caprílico,Ácido caproico,Ácido cis-10-heptadecanoico,Ácido cis-11-eicosenoico,Ácido cis-11;14-eicosatrienoico,Ácido cis-11;14;17-eicosatrienoico,Ácido elaídico,Ácido esteárico,Ácido glutámico,Ácido heneicosanoico,Ácido heptadecanoico,Ácido lignocérico,Ácido linoleico,Ácido linolénico,Ácido mirístico,Ácido oleico,Ácido palmítico,Ácido palmitoleico,Ácido pentadecanoico,Ácido tricosanoico,Ácido undecanoico,Ácido y-linolénico,Ácidos grasos saturados,Alanina,Almidón,Aminoácidos aromáticos totales,Aminoácidos azufrados totales,Arginina,Azúcares,Beta carotenos,Calcio,Carotenos,Cenizas,Cisteína,Cobre,Colesterol,Energía,Extracto etéreo,Fenilalanina,Fibra bruta,Fibra dietaria insoluble,Fibra dietaria total,Fósforo,Glicina,Hidratos de carbono,Hierro,Histidina,Humedad,Isoleucina,Lactosa,Leucina,Lisina,Litio,Magnesio,Manganeso,Metionina,Niacina,Polisacáridos no amiláceos insolubles,Polisacáridos no amiláceos totales,Porción comestible,Potasio,Prolina,Proteína bruta,Riboflavina (Vitamina B2),Selenio,Serina,Sodio,Tiamina (Vitamina B1),Tirosina,Treonina,Triptófano,Valina,Vitamina A,Zinc,Similar abajo?,Similar arriba?,Check for similar items,Columnas sin macro o micronutrientes,Columnas con macro o micronutrientes
1861,2625,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Calabaza Entera Con Cáscara - Squash Whole, With Hull","Squash Whole, With Hull",,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7 g,,,,,38 g,,,,,,,,,,2.3 g,,,,,,,,,,,,1%,,,28.7 g,,,,,,,,,,,,FALSO,FALSO,Valor único,76,5
1862,2624,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Calabaza Entera, Deshidratada  Y Salada - Squash Whole, Dehydrated And Salted","Squash Whole, Dehydrated And Salted",Nuevo León,['1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.34 g,,,,448 kcal,31.66 g,,9.65 g,,,,,16.77 g,,,2.43 g,,,,,,,,,,,,1%,,,24.14 g,,,,480 mg,,,,,,,,FALSO,FALSO,Valor único,72,9
1863,712,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Calabaza Menuda, Semilla - Squash Seed, Small","Squash Seed, Small",Yucatán,['5'],,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,35 mg,,3.1 g,,,,474 kcal,27.97 g,,4.95 g,,,725 mg,,28.28 g,1.07 mg,,7.7 g,,,,,,,,,2.22 mg,,,1%,,,36 g,0.12 mg,,,,0.13 mg,,,,,,,FALSO,FALSO,Valor único,65,16
1864,743,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Calabaza Redonda, Pelada Tostada - Squash Round, Roasted Dehulled Seed","Squash Round, Roasted Dehulled Seed",,['36'],,,,,,,,,,,7.81 g / 100 g proteína,,,,,,,,,,,,16.97 g / 100 g proteína,,,,,,,,,,,,,,,3.47 g / 100 g proteína,,8.6 g / 100 g proteína,6.93 g / 100 g proteína,11.65 g / 100 g proteína,,,,,,2.68 g / 100 g proteína,,,,,5.54 g / 100 g proteína,,,,,4.51 g / 100 g proteína,,,2.02 g / 100 g proteína,,3.25 g / 100 g proteína,,6.36 g / 100 g proteína,3.13 g / 100 g proteína,,,,4.25 g / 100 g proteína,,,,,,3.07 g / 100 g proteína,,,,4.39 g / 100 g proteína,,,3.06 g / 100 g proteína,2.59 g / 100 g proteína,2.82 g / 100 g proteína,4.13 g / 100 g proteína,,,FALSO,FALSO,Valor único,61,20
1865,713,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Calabaza Semilla - Squash Seed,Squash Seed,Yucatán,"['5,22']",,,,,,,,0 mg,,,8.79 g / 100 g proteína,,,,,,,,,,,,20.87 g / 100 g proteína,,,,,,,,,,,,,,,4.41 g / 100 g proteína,,9.81 g / 100 g proteína,8.72 g / 100 g proteína,15.75 g / 100 g proteína,,0 mg,31 mg,,4.8 g,3.08 g / 100 g proteína,,,526 kcal,44 g,5.9 g / 100 g proteína,2.55 g,,,1122 mg,5.04 g / 100 g proteína,7.45 g,9.17 mg,2.18 g / 100 g proteína,4.3 g,4.12 g / 100 g proteína,,7.93 g / 100 g proteína,4.37 g / 100 g proteína,,,,5.64 g / 100 g proteína,2.15 mg,,,0.74%,,3.77 g / 100 g proteína,36.9 g,0.15 mg,,4.6 g / 100 g proteína,,0.14 mg,3.91 g / 100 g proteína,2.82 g / 100 g proteína,0 g / 100 g proteína,4.72 g / 100 g proteína,,,FALSO,FALSO,Valor único,45,36
1866,714,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Calabaza Semillas Saladas - Squash Salted Seeds,Squash Salted Seeds,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8 g,,,,638 kcal,48.4 g,,7.3 g,,,,,34.4 g,,,2.2 g,,,,,,,,,,,,1%,,,26.8 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1867,744,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Calabaza redonda, Pelada Sin Tostar - Squash Round, Non-Roasted Dehulled Seed","Squash Round, Non-Roasted Dehulled Seed",,['36'],,,,,,,,,,,7.81 g / 100 g proteína,,,,,,,,,,,,16.92 g / 100 g proteína,,,,,,,,,,,,,,,4.01 g / 100 g proteína,,8.77 g / 100 g proteína,6.85 g / 100 g proteína,11.99 g / 100 g proteína,,,,,,2.71 g / 100 g proteína,,,,,5.67 g / 100 g proteína,,,,,4.84 g / 100 g proteína,,,2.03 g / 100 g proteína,,3.08 g / 100 g proteína,,6.27 g / 100 g proteína,3.24 g / 100 g proteína,,,,4.14 g / 100 g proteína,,,,,,3.08 g / 100 g proteína,,,,4.5 g / 100 g proteína,,,3.1 g / 100 g proteína,2.61 g / 100 g proteína,3.14 g / 100 g proteína,3.89 g / 100 g proteína,,,FALSO,FALSO,Valor único,61,20
1868,441,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Capomo (Ramon) Fresco - Breadnut Fresh (Ramon),Breadnut Fresh (Ramon),Yucatán,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15 mg,113 mg,,1.8 g,,,,193 kcal,0.48 g,,2.38 g,,,84 mg,,40.04 g,2.09 mg,,47.8 g,,,,,,,,,8.7 mg,,,,,,7.5 g,0.6 mg,,,,0.11 mg,,,,,0.83 U.I.,,FALSO,FALSO,Valor único,66,15
1869,442,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Capomo (Ramon) Seco - Breadnut Dry (Ramon),Breadnut Dry (Ramon),Michoacán,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17 mg,211 mg,,4.4 g,,,,336 kcal,1.59 g,,6.17 g,,,142 mg,,67.94 g,4.57 mg,,6.5 g,,,,,,,,,91 mg,,,,,,13.4 g,2.11 mg,,,,0.14 mg,,,,,0.09 U.I.,,FALSO,FALSO,Valor único,66,15
187,2335,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Flan Mezcla Deshidratada Para Preparar - Baked Custard Powdered Ready-Mix,Baked Custard Powdered Ready-Mix,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 g,,,,104 kcal,0.2 g,,,,,,,26.9 g,,,70.2 g,,,,,,,,,,,,1%,,,1.7 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
1870,715,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Capulin Almendra - Capulin Almond,Capulin Almond,"México, Distrito Federal",['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,238 mg,,2.4 g,,,,372 kcal,8 g,,4.24 g,,,303 mg,,50.28 g,15.1 mg,,6 g,,,,,,,,,4.61 mg,,,,,,29.1 g,1.64 mg,,,,0.54 mg,,,,,,,FALSO,FALSO,Valor único,67,14
1871,704,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cardon Mezcla Con Zóstera Marina - Cactus Giant Cactus Mixed With Eelgrass,Cactus Giant Cactus Mixed With Eelgrass,Sonora,['42'],8076ANGIO,Pachycereus pringlei,especie,Aceptado/Válido,"Korotkova et al., 2021","(S. Watson) Britton & Rose, 1909",APPENDIX_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96 g / 100 g proteína,3.56 g / 100 g proteína,,,,,,4.56 g,,,,388 kcal,15.43 g,,8.5 g,,,,,49.4 g,,,5.62 g,3 g / 100 g proteína,,5.33 g / 100 g proteína,2.75 g / 100 g proteína,,,,,,,,,,,16.52 g,,,,,,,2.66 g / 100 g proteína,,3.79 g / 100 g proteína,,,FALSO,FALSO,Valor único,67,14
1872,703,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cardon Semilla - Cactus Seed,Cactus Seed,Sonora,['42'],8076ANGIO,Pachycereus pringlei,especie,Aceptado/Válido,"Korotkova et al., 2021","(S. Watson) Britton & Rose, 1909",APPENDIX_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65 g / 100 g proteína,4.53 g / 100 g proteína,,,,40.41 mg,,3 g,,,,470 kcal,30.75 g,,13.96 g,,,,,34.43 g,4.78 mg,,7 g,3.32 g / 100 g proteína,,6.17 g / 100 g proteína,2.84 g / 100 g proteína,,,,,2.55 mg,,,,,,20.86 g,2.39 mg,,,,0.13 mg,,3.06 g / 100 g proteína,,4.34 g / 100 g proteína,,,FALSO,FALSO,Valor único,62,19
1873,746,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cartamo Crudo - Safflower Raw,Safflower Raw,,['22'],,,,,,,,,,,22.91 g / 100 g proteína,,,,,,,,,,,,4.81 g / 100 g proteína,,,,,,,,,,,,,,,4.4 g / 100 g proteína,,7.69 g / 100 g proteína,3.1 g / 100 g proteína,10.22 g / 100 g proteína,,,,,,1.65 g / 100 g proteína,,,,,4.68 g / 100 g proteína,,,,,4.55 g / 100 g proteína,,,2.43 g / 100 g proteína,,3.69 g / 100 g proteína,,6.2 g / 100 g proteína,2.19 g / 100 g proteína,,,,1.45 g / 100 g proteína,,,,,,4.3 g / 100 g proteína,,,,10 g / 100 g proteína,,,3.01 g / 100 g proteína,2.82 g / 100 g proteína,1.32 g / 100 g proteína,5.43 g / 100 g proteína,,,FALSO,FALSO,Valor único,61,20
1874,716,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cartamo Extracto - Safflower Extract,Safflower Extract,,['3'],49164ANGIO,Carthamus tinctorius,especie,Aceptado/Válido,"Pruski & Robinson, 2018","L., 1753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1 g,,,,293 kcal,0.6 g,,1.3 g,,,,,41.1 g,,,8.2 g,,,,,,,,,,,,1%,,,34.7 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1875,718,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Castaña - Chestnut,Chestnut,Yucatán,['5'],,,,,,,,13.7 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,42 mg,,1.5 g,,,,172 kcal,2.59 g,,1.34 g,,,141 mg,,32.52 g,3.78 mg,,56.8 g,,,,,,,,,3.54 mg,,,0.82%,,,5.25 g,0.1 mg,,,,0.25 mg,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,65,16
1876,719,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Castaña - Chestnut,Chestnut,,['15'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82%,,,7.73 g,,,,,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,79,2
1877,717,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Castaña Asada - Chestnut Broiled,Chestnut Broiled,Yucatán,['5'],,,,,,,,14 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,40 mg,,1.9 g,,,,224 kcal,3.3 g,,1.67 g,,,178 mg,,41.61 g,2.66 mg,,43.8 g,,,,,,,,,2.94 mg,,,0.82%,,,7.72 g,0.1 mg,,,,0.32 mg,,,,,,,FALSO,FALSO,Valor único,65,16
1878,747,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Girasol Concentrado Proteico - Sunflower Protein Concentrate,Sunflower Protein Concentrate,,['22'],,,,,,,,,,,22.98 g / 100 g proteína,,,,,,,,,,,,5.6 g / 100 g proteína,,,,,,,,,,,,,,,3.26 g / 100 g proteína,,7.34 g / 100 g proteína,6.28 g / 100 g proteína,9.82 g / 100 g proteína,,,,,,3.84 g / 100 g proteína,,,,,4.67 g / 100 g proteína,,,,,3.95 g / 100 g proteína,,,1.87 g / 100 g proteína,,4.45 g / 100 g proteína,,6.6 g / 100 g proteína,3.04 g / 100 g proteína,,,,2.44 g / 100 g proteína,,,,,,4.53 g / 100 g proteína,,,,9.42 g / 100 g proteína,,,2.67 g / 100 g proteína,3.11 g / 100 g proteína,1.4 g / 100 g proteína,6.35 g / 100 g proteína,,,FALSO,FALSO,Valor único,61,20
1879,748,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Girasol Harina - Sunflower Flour,Sunflower Flour,,['22'],43526ANGIO,Helianthus annuus,especie,Aceptado/Válido,"Vascular Plants of the Americas, 2024","L., 1753",,,,,10.36 g / 100 g proteína,,,,,,,,,,,,24.55 g / 100 g proteína,,,,,,,,,,,,,,,4.42 g / 100 g proteína,,6.5 g / 100 g proteína,6.1 g / 100 g proteína,8.54 g / 100 g proteína,,,,,,3.9 g / 100 g proteína,,,,,4.6 g / 100 g proteína,,,,,4.45 g / 100 g proteína,,,2.21 g / 100 g proteína,,4.42 g / 100 g proteína,,6.24 g / 100 g proteína,3.47 g / 100 g proteína,,,,2.2 g / 100 g proteína,,,,,,4.13 g / 100 g proteína,,,,4.18 g / 100 g proteína,,,1.9 g / 100 g proteína,3.93 g / 100 g proteína,1.22 g / 100 g proteína,5.28 g / 100 g proteína,,,FALSO,FALSO,Valor único,61,20
188,12818,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY","Flan Mezcla Deshidratada Para Preparar Sabor Vainilla, sugar free - Baked Custard Powdered Ready-Mix Vanilla Flavored",Baked Custard Powdered Ready-Mix Vanilla Flavored,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.16 g,,,,11.73 g,,,,329.95 kcal,0.37 g,,0.86 g,,,,,78.12 g,,,6.1 g,,,,,,,,,,,,,,,2.82 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1880,749,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Girasol Pasta - Sunflower Paste,Sunflower Paste,,['22'],,,,,,,,,,,8.3 g / 100 g proteína,,,,,,,,,,,,17.73 g / 100 g proteína,,,,,,,,,,,,,,,3.74 g / 100 g proteína,,5.63 g / 100 g proteína,9.53 g / 100 g proteína,5.74 g / 100 g proteína,,,,,,7.32 g / 100 g proteína,,,,,3.64 g / 100 g proteína,,,,,4.7 g / 100 g proteína,,,1.54 g / 100 g proteína,,4.21 g / 100 g proteína,,3.11 g / 100 g proteína,2.81 g / 100 g proteína,,,,2.21 g / 100 g proteína,,,,,,4.88 g / 100 g proteína,,,,3.84 g / 100 g proteína,,,1.99 g / 100 g proteína,3.17 g / 100 g proteína,1.32 g / 100 g proteína,4.39 g / 100 g proteína,,,FALSO,FALSO,Valor único,61,20
1881,8404,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Girasol Semilla, Natural - Sunflower Seeds, Raw","Sunflower Seeds, Raw",,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7 g,,1.62 mg,,611 kcal,50.2 g,,3 g,22.6 g,26 g,,,15 g,5.45 mg,,3.3 g,,,,,,,,,,,,1%,,,24.8 g,,,,12.35 mg,,,,,,,6.09 mg,FALSO,FALSO,Valor único,67,14
1882,8403,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Girasol Semilla, Tostada Con Miel - Sunflower Seeds, Honey Roasted","Sunflower Seeds, Honey Roasted",,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4 g,,0.95 mg,,628.8 kcal,50.4 g,,1.7 g,17.5 g,20.7 g,,,26.2 g,3.91 mg,,0.7 g,,,,,,,,,,,,1%,,,17.6 g,,,,188.15 mg,,,,,,,4.68 mg,FALSO,FALSO,Valor único,67,14
1883,8405,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Girasol Semilla, Tostada Y Salada - Sunflower Seeds, Salted And Toasted","Sunflower Seeds, Salted And Toasted",,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2 g,,1.41 mg,,666 kcal,58.4 g,,1.8 g,18 g,19.7 g,,,15.2 g,3.74 mg,,0.5 g,,,,,,,,,,,,1%,,,19.9 g,,,,415.47 mg,,,,,,,5.02 mg,FALSO,FALSO,Valor único,67,14
1884,720,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Guandu Frijol De Árbol - Pigeon Pea Tree Bean,Pigeon Pea Tree Bean,Morelos,['5'],,,,,,,,2.6 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07 mg,155 mg,,3.9 g,,,,347 kcal,1.67 g,,8.63 g,,,227 mg,,66.8 g,5.1 mg,,1.4 g,,,,,,,,,0.17 mg,,,,,,17.6 g,0.73 mg,,,,,,,,,,,FALSO,FALSO,Valor único,67,14
1885,721,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Jinicuil - Jinicuil,Jinicuil,Morelos,['5'],,,,,,,,28.4 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14 mg,46 mg,,2.2 g,,,,159 kcal,0.94 g,,0.85 g,,,105 mg,,27.03 g,1.96 mg,,57.3 g,,,,,,,,,0.82 mg,,,,,,11.88 g,0.09 mg,,,,0.08 mg,,,,,,,FALSO,FALSO,Valor único,66,15
1886,751,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Jojoba - Jojoba,Jojoba,,['22'],,,,,,,,,,,12.51 g / 100 g proteína,,,,,,,,,,,,8.57 g / 100 g proteína,,,,,,,,,,,,,,,4.02 g / 100 g proteína,,9.54 g / 100 g proteína,6.49 g / 100 g proteína,7.38 g / 100 g proteína,,,,,,5.39 g / 100 g proteína,,,,,4.75 g / 100 g proteína,,,,,6.19 g / 100 g proteína,,,2 g / 100 g proteína,,3.7 g / 100 g proteína,,7.72 g / 100 g proteína,5.2 g / 100 g proteína,,,,1.1 g / 100 g proteína,,,,,,4.55 g / 100 g proteína,,,,8.84 g / 100 g proteína,,,4.89 g / 100 g proteína,5.76 g / 100 g proteína,2.17 g / 100 g proteína,5.31 g / 100 g proteína,,,FALSO,FALSO,Valor único,61,20
1887,2626,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Jojoba Harina Desgrasada - Jojoba Nonfat Flour,Jojoba Nonfat Flour,Sonora,['50'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9 g,,,,324 kcal,0.6 g,,8 g,,,,,50.27 g,,,4.2 g,,,,,,,,,,,,1%,,,33 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1888,2627,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Jojoba Harina Detoxificada - Jojoba Detoxified Flour,Jojoba Detoxified Flour,Sonora,['50'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1 g,,,,320 kcal,0.51 g,,9 g,,,,,41.53 g,,,2.5 g,,,,,,,,,,,,1%,,,42.4 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1889,750,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Jojoba Pasta - Jojoba Paste,Jojoba Paste,,['22'],,,,,,,,,,,12.59 g / 100 g proteína,,,,,,,,,,,,9.06 g / 100 g proteína,,,,,,,,,,,,,,,4.29 g / 100 g proteína,,9.8 g / 100 g proteína,5.86 g / 100 g proteína,7.21 g / 100 g proteína,,,,,,4.69 g / 100 g proteína,,,,,4.88 g / 100 g proteína,,,,,6.43 g / 100 g proteína,,,1.46 g / 100 g proteína,,3.79 g / 100 g proteína,,7.81 g / 100 g proteína,4.91 g / 100 g proteína,,,,1.17 g / 100 g proteína,,,,,,5.13 g / 100 g proteína,,,,9.2 g / 100 g proteína,,,4.92 g / 100 g proteína,4.72 g / 100 g proteína,2.04 g / 100 g proteína,5.7 g / 100 g proteína,,,FALSO,FALSO,Valor único,61,20
189,6568,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Gelatina Con Yogurt - Gelatine With Yogurt,Gelatine With Yogurt,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4 g,,,,81.9 kcal,1.5 g,,,,,,,9.1 g,,,81 g,,,,,,,,,,,,1%,,,8 g,,,,44.3 mg,,,,,,,,FALSO,FALSO,Valor único,73,8
1890,2628,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Jojoba Pasta Desgrasada - Jojoba Nonfat Paste,Jojoba Nonfat Paste,Sonora,['50'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7 g,,,,368 kcal,10 g,,9.5 g,,,,,48.8 g,,,4 g,,,,,,,,,,,,1%,,,24.6 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1891,2629,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Jojoba Pasta Detoxificada - Jojoba Detoxified Paste,Jojoba Detoxified Paste,Sonora,['50'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 g,,,,315 kcal,0.5 g,,11 g,,,,,53 g,,,4 g,,,,,,,,,,,,1%,,,27.5 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1892,2630,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Jojoba Testa - Jojoba Testa,Jojoba Testa,Sonora,['50'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4 g,,,,284 kcal,0.7 g,,15.6 g,,,,,63.3 g,,,10 g,,,,,,,,,,,,,,,6 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
1893,752,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Lino - Linseed,Linseed,,['22'],,,,,,,,,,,20.96 g / 100 g proteína,,,,,,,,,,,,6.03 g / 100 g proteína,,,,,,,,,,,,,,,4.42 g / 100 g proteína,,6.69 g / 100 g proteína,3.5 g / 100 g proteína,8.9 g / 100 g proteína,,,,,,1.76 g / 100 g proteína,,,,,4.48 g / 100 g proteína,,,,,3.62 g / 100 g proteína,,,2.48 g / 100 g proteína,,4.48 g / 100 g proteína,,5.9 g / 100 g proteína,3.7 g / 100 g proteína,,,,1.74 g / 100 g proteína,,,,,,4.38 g / 100 g proteína,,,,9.33 g / 100 g proteína,,,2.21 g / 100 g proteína,3.78 g / 100 g proteína,1.95 g / 100 g proteína,5.84 g / 100 g proteína,,,FALSO,FALSO,Valor único,61,20
1894,722,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Marañon Almendra - Cashew Nut Almond,Cashew Nut Almond,Chiapas,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,24 mg,,3.1 g,,,,526 kcal,37 g,,1.39 g,,,580 mg,,37.92 g,1.8 mg,,2.7 g,,,,,,,,,2.11 mg,,,1%,,,17.89 g,0.45 mg,,,,1.09 mg,,,,,,,FALSO,FALSO,Valor único,66,15
1895,2631,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Nuez Garapiñada - Nut Sugar-Coated,Nut Sugar-Coated,Nuevo León,['1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.84 g,,,,0.91 g,,,,552 kcal,36.53 g,,0.5 g,,,,,56.35 g,,,1.2 g,,,,,,,,,,,,1%,,,4.51 g,,,,217 mg,,,,,,,,FALSO,FALSO,Valor único,71,10
1896,2632,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Nuez Palanqueta - Nut Brittle,Nut Brittle,Nuevo León,['1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.78 g,,32.5 mg,,1.21 g,,,,577 kcal,42.8 g,,4.74 g,,5.68 g,,,41.49 g,2 mg,,1.57 g,,,,,,,,,,,,1%,,,6.62 g,,,,210 mg,,,,,,,,FALSO,FALSO,Valor único,68,13
1897,723,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Palomas Palomas - Popcorn,Popcorn,Morelos,['5'],,,,,,,,6.4 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,145 mg,,1.2 g,,,,300 kcal,26.98 g,,5.05 g,,,69 mg,,11.35 g,0 mg,,47.3 g,,,,,,,,,0.6 mg,,,1%,,,8.12 g,0.07 mg,,,,0.41 mg,,,,,,,FALSO,FALSO,Valor único,65,16
1898,2633,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Pimienta Negra Molida - Pepper Black Ground,Pepper Black Ground,Nuevo León,['1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48 g,,,,301 kcal,4.63 g,,13.68 g,,,,,54.31 g,,,11.26 g,,,,,,,,,,,,1%,,,10.64 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1899,724,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Pingüica Semilla - Bearberry Seed,Bearberry Seed,Michoacán,['5'],,,,,,,,38.7 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,11 mg,,3.1 g,,,,362 kcal,7.53 g,,8.37 g,,,2 mg,,70.64 g,14.7 mg,,7 g,,,,,,,,,0.66 mg,,,0.90%,,,3.36 g,0.11 mg,,,,0.04 mg,,,,,,,FALSO,FALSO,Valor único,65,16
19,762,ALGAS Y HONGOS,ALGAE AND FUNGI,Hongo Clavito - Fungus Clavito,Fungus Clavito,"México, Distrito Federal",['5'],2723FUNGI,Lyophyllum decastes,especie,Aceptado/Válido,"MycoBank, 2023","(Fr.) Singer, 1951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,23 mg,,0.9 g,,,,27 kcal,0.37 g,,0.98 g,,,93 mg,,2.55 g,4.5 mg,,89.4 g,,,,,,,,,4.98 mg,,,1%,,,5.8 g,0.46 mg,,,,0.16 mg,,,,,,,FALSO,FALSO,Valor único,66,15
